property_id,title,type_id,deal_type,user_id,post_date,sell_date,location_id,size_sqm,floor,rooms,year_built,renovation_status,estimated_saleprice,estimated_rentprice
1533,For detail feel product.,2,Sale,35,2024-02-07,2025-03-05,1,93.9,7,6,1976,Not Renovated,115374.13,461.5
1534,Method election speech.,1,Rent,47,2023-01-20,2025-04-13,14,135.8,6,4,1965,Partially Renovated,286802.55,1147.21
1535,Also loss western movie.,2,Sale,48,2021-10-19,,48,82.7,12,6,1970,Not Renovated,144187.72,576.75
1536,Series pull fund near.,1,Sale,21,2021-11-20,,33,65.8,3,5,2011,Not Renovated,113957.91,455.83
1537,Fund parent.,2,Rent,1,2022-05-30,,22,47.6,5,5,1977,Partially Renovated,82859.97,331.44
1538,Establish computer.,1,Rent,22,2021-08-24,2025-03-22,41,108.4,1,4,1971,Not Renovated,192942.84,771.77
1539,Poor and team issue she.,1,Rent,21,2024-10-24,,41,64.5,3,6,1993,Partially Renovated,166755.07,667.02
1540,Near any positive particularly.,1,Rent,6,2024-08-31,2025-05-11,45,48.3,4,3,2008,Partially Renovated,82102.29,328.41
1541,He husband director station.,2,Sale,29,2024-12-29,,40,38.9,3,5,1996,Newly Renovated,93046.35,372.19
1542,Provide benefit speak age occur.,2,Sale,45,2021-09-13,,38,30.4,4,1,1997,Newly Renovated,50019.18,200.08
1543,All task group.,1,Sale,13,2024-11-01,,2,53.5,6,2,1997,Partially Renovated,133107.94,532.43
1544,Environmental tax whatever they.,2,Sale,33,2022-11-27,2025-01-31,41,156.4,7,1,2017,Not Renovated,280491.13,1121.96
1545,Water actually.,1,Rent,25,2021-02-19,2025-04-02,46,152.3,5,3,2007,Not Renovated,256505.78,1026.02
1546,Back challenge imagine fine admit.,2,Rent,13,2022-11-01,2025-01-01,23,140.4,8,2,1977,Partially Renovated,324168.33,1296.67
1547,Stock boy decide.,2,Rent,34,2023-12-19,2025-05-20,24,175.7,4,1,1996,Partially Renovated,401830.3,1607.32
1548,Stage true nation argue officer.,2,Sale,38,2025-12-30,2024-12-16,39,126.3,11,5,1965,Not Renovated,160830.87,643.32
1549,General issue out.,2,Sale,29,2021-03-29,,21,58.9,12,4,2001,Not Renovated,117602.31,470.41
1550,Wish describe.,2,Rent,39,2022-03-01,,17,72.7,2,1,2010,Partially Renovated,139099.8,556.4
1551,Avoid cold bank.,1,Sale,1,2023-04-16,2025-03-11,37,93.0,6,3,1992,Not Renovated,154365.91,617.46
1552,Prevent Congress window design.,2,Sale,17,2022-05-27,,8,169.1,12,3,2016,Partially Renovated,417254.12,1669.02
1553,Design however stage second build.,2,Sale,16,2021-02-19,,21,178.5,11,2,1994,Partially Renovated,186909.62,747.64
1554,Half create.,1,Sale,23,2025-09-04,2025-04-23,11,89.9,1,6,2023,Newly Renovated,261896.35,1047.59
1555,Range white baby report.,2,Rent,36,2025-08-09,,16,44.0,7,2,2004,Partially Renovated,106979.03,427.92
1556,Bag course.,1,Sale,16,2022-01-15,2025-03-26,36,46.3,12,2,2012,Not Renovated,57050.78,228.2
1557,Trade discuss dark perhaps PM.,1,Sale,5,2024-09-09,2024-11-17,39,94.0,1,3,2007,Not Renovated,168210.57,672.84
1558,Source great specific.,1,Rent,28,2021-08-12,,2,185.2,10,2,2011,Newly Renovated,475242.74,1900.97
1559,People forget dinner.,2,Rent,45,2021-11-13,,45,37.5,10,1,2019,Newly Renovated,55920.93,223.68
1560,Everything phone.,1,Sale,20,2024-07-31,2025-04-29,1,139.6,6,5,2010,Newly Renovated,312076.22,1248.3
1561,Tell work behavior character.,1,Sale,48,2021-01-22,2025-04-28,46,48.1,9,1,2001,Newly Renovated,93116.98,372.47
1562,Decade worker past seven end.,2,Rent,28,2025-01-11,2025-02-28,41,76.4,5,6,2004,Partially Renovated,134986.54,539.95
1563,News artist they like.,2,Sale,37,2025-04-22,2025-01-21,44,169.3,4,1,2003,Partially Renovated,359544.19,1438.18
1564,Body address organization exactly hard.,2,Rent,10,2022-06-09,2024-12-28,8,154.5,6,6,2018,Newly Renovated,291868.65,1167.47
1565,Consumer movement day themselves protect.,1,Sale,13,2025-04-02,2025-05-28,47,165.6,6,2,2007,Newly Renovated,339078.37,1356.31
1566,Sense source.,2,Sale,43,2022-08-20,2025-05-01,2,98.3,6,1,2018,Not Renovated,134784.82,539.14
1567,Recently soon cup project.,1,Sale,13,2021-10-08,2025-03-06,49,103.4,7,5,1974,Newly Renovated,254882.9,1019.53
1568,Practice physical federal.,1,Sale,33,2023-08-18,2025-03-05,16,91.7,4,3,1989,Partially Renovated,169359.87,677.44
1569,Game read catch exist issue.,1,Sale,46,2021-01-01,,48,163.4,5,6,1993,Partially Renovated,309502.34,1238.01
1570,Question thousand agency list.,1,Rent,13,2024-09-07,2025-04-18,9,197.2,1,1,2020,Newly Renovated,303796.16,1215.18
1571,Listen save generation.,1,Sale,7,2021-04-17,2024-12-22,15,89.6,1,5,1999,Partially Renovated,128949.67,515.8
1572,Back term court.,2,Sale,1,2023-09-29,2025-01-13,8,43.4,9,3,2016,Not Renovated,57171.32,228.69
1573,Cost dog wonder happen.,1,Rent,18,2022-06-10,2025-02-12,15,78.5,1,2,2024,Partially Renovated,133106.37,532.43
1574,Thus put play race event.,1,Sale,30,2025-11-08,2024-12-19,44,152.2,7,5,2021,Newly Renovated,275135.23,1100.54
1575,Ability matter common.,2,Rent,2,2024-01-15,,12,90.7,6,2,1996,Not Renovated,157443.7,629.77
1576,Position perform.,2,Rent,26,2023-02-05,,42,110.0,1,5,2001,Not Renovated,216101.48,864.41
1577,Measure prepare early red.,1,Rent,33,2023-03-24,2025-04-29,47,40.0,8,2,1992,Newly Renovated,93697.19,374.79
1578,Serve hear fine international speak.,1,Rent,26,2024-02-06,2025-06-24,4,38.4,11,5,2005,Partially Renovated,69606.7,278.43
1579,North dinner ability.,1,Rent,43,2023-12-31,,49,63.1,7,2,1966,Not Renovated,58753.1,235.01
1580,Check enter free a.,2,Sale,47,2022-12-01,,11,186.2,7,5,2005,Not Renovated,572291.52,2289.17
1581,Toward you series.,1,Sale,47,2024-04-19,2025-06-04,32,111.5,12,5,1985,Newly Renovated,173318.07,693.27
1582,Congress size area clear structure.,2,Rent,29,2022-11-25,,35,34.8,9,2,2003,Partially Renovated,44736.57,178.95
1583,Rather significant food baby fire.,2,Rent,21,2024-04-23,,42,97.6,12,3,1985,Newly Renovated,231654.2,926.62
1584,There suggest.,1,Sale,50,2025-03-05,2025-04-14,33,137.5,8,4,2021,Newly Renovated,413453.88,1653.82
1585,Design dinner scene become lay.,1,Sale,38,2022-06-11,,17,154.5,5,4,1996,Not Renovated,205730.43,822.92
1586,Affect behind.,1,Sale,42,2023-04-13,2025-01-08,36,136.8,5,2,1975,Newly Renovated,328118.29,1312.47
1587,Could task hold image wrong.,1,Sale,14,2025-09-11,,4,186.0,7,5,1969,Partially Renovated,343137.92,1372.55
1588,Beat reason develop pull market.,2,Rent,13,2024-06-29,,30,122.6,12,2,1989,Not Renovated,205651.35,822.61
1589,Teacher rich yourself.,1,Sale,9,2023-11-30,2025-01-29,28,184.6,4,1,2021,Partially Renovated,233827.27,935.31
1590,Officer sport teach weight themselves.,2,Rent,24,2025-11-29,2025-01-21,36,186.0,9,1,2011,Partially Renovated,318176.49,1272.71
1591,Cause bar make likely.,1,Sale,37,2025-11-28,2025-01-08,24,36.7,2,2,2002,Not Renovated,58700.41,234.8
1592,Nice head serve.,2,Rent,24,2023-10-22,2025-03-02,22,50.1,9,3,2008,Not Renovated,107383.95,429.54
1593,Make food.,1,Rent,19,2025-08-21,2025-05-06,26,83.0,10,5,1996,Partially Renovated,114063.3,456.25
1594,On maybe break.,2,Rent,46,2021-07-17,2024-12-23,29,61.5,11,5,2004,Partially Renovated,88455.77,353.82
1595,Husband start laugh skin.,2,Sale,35,2025-02-17,,37,107.8,1,6,2000,Not Renovated,160311.89,641.25
1596,Add spring apply wrong support.,2,Sale,2,2023-04-17,2025-06-02,46,78.8,11,1,1987,Newly Renovated,105052.44,420.21
1597,Turn we.,1,Rent,41,2022-07-06,2025-04-12,29,86.8,9,4,2010,Newly Renovated,268848.15,1075.39
1598,Become success air white itself.,1,Sale,37,2023-08-17,,22,198.2,9,1,1969,Not Renovated,362957.22,1451.83
1599,Stock well.,1,Rent,18,2021-06-03,2025-02-26,14,107.7,11,6,1983,Partially Renovated,153105.05,612.42
1600,Prove yet population responsibility.,1,Sale,29,2023-02-26,2025-04-04,17,127.3,1,5,2016,Newly Renovated,326439.92,1305.76
1601,Tend magazine group federal add.,1,Rent,45,2021-11-14,2024-12-02,13,156.1,12,5,1965,Newly Renovated,373914.29,1495.66
1602,System where.,1,Rent,15,2024-10-01,,9,124.8,5,4,2013,Partially Renovated,218754.69,875.02
1603,Tonight science.,2,Rent,31,2021-09-05,2025-04-25,44,157.1,1,3,1967,Newly Renovated,256202.73,1024.81
1604,Message second oil floor.,2,Sale,30,2023-10-03,2024-11-07,8,32.6,12,1,1976,Not Renovated,50199.29,200.8
1605,Bad who like.,1,Sale,23,2024-12-20,2025-01-01,6,113.9,8,4,1974,Not Renovated,215609.52,862.44
1606,Plant against want father.,1,Sale,20,2025-02-10,2025-05-29,6,28.4,12,4,2000,Partially Renovated,53942.37,215.77
1607,Push up part single.,1,Sale,36,2022-08-13,,35,157.9,12,4,1974,Newly Renovated,268927.77,1075.71
1608,Memory blood green special.,2,Rent,7,2024-09-20,2025-05-01,6,196.0,2,4,1977,Partially Renovated,407183.89,1628.74
1609,Music administration cut.,1,Rent,11,2024-08-05,2025-04-01,14,127.8,3,2,1990,Newly Renovated,315934.6,1263.74
1610,Boy theory maybe possible.,1,Sale,22,2023-03-31,,12,153.2,8,6,1997,Not Renovated,244539.98,978.16
1611,Customer game data remember free.,2,Sale,44,2022-09-01,2025-04-20,32,136.2,9,1,1991,Newly Renovated,283712.46,1134.85
1612,Stop agreement marriage.,2,Rent,9,2021-06-17,2024-12-10,44,113.4,3,4,1978,Newly Renovated,254543.47,1018.17
1613,Until television.,1,Sale,35,2022-08-14,,23,31.2,10,3,2007,Newly Renovated,89449.14,357.8
1614,Near clear have ahead.,1,Sale,8,2023-06-25,2025-05-22,32,65.3,6,5,1979,Not Renovated,125079.28,500.32
1615,Will but argue year drop.,1,Rent,39,2022-08-18,2025-03-21,50,149.8,3,6,1989,Newly Renovated,369782.0,1479.13
1616,She popular cut.,2,Sale,38,2021-06-25,,19,80.3,1,5,2012,Newly Renovated,184244.39,736.98
1617,Stage candidate skin.,2,Rent,31,2021-12-03,2024-12-26,46,114.0,8,4,2024,Partially Renovated,191130.39,764.52
1618,Serve receive paper.,1,Rent,10,2025-09-28,2024-12-18,44,183.1,8,2,2008,Partially Renovated,260535.86,1042.14
1619,Hour yeah board college.,1,Sale,17,2023-03-15,2025-01-30,50,164.9,5,1,1966,Not Renovated,226717.38,906.87
1620,Bring structure defense.,2,Rent,7,2024-02-16,2025-03-26,14,112.9,5,3,1991,Partially Renovated,243777.9,975.11
1621,Manager actually along.,1,Sale,8,2021-06-19,,46,44.8,12,1,2003,Partially Renovated,70274.8,281.1
1622,Cost community soldier.,2,Rent,50,2022-04-13,2024-12-14,36,199.4,2,5,2003,Newly Renovated,488706.67,1954.83
1623,Story without campaign.,2,Rent,25,2021-11-25,2025-05-07,19,187.0,5,5,2016,Not Renovated,476408.57,1905.63
1624,Read again important girl.,1,Sale,44,2023-07-21,2025-02-22,8,144.3,3,4,1996,Not Renovated,230203.87,920.82
1625,Better hold.,1,Sale,22,2021-01-28,2025-03-27,43,60.7,5,2,2012,Not Renovated,124697.89,498.79
1626,Also participant.,2,Sale,5,2021-06-24,,18,46.0,1,4,1977,Not Renovated,48565.7,194.26
1627,Coach however listen onto girl.,2,Sale,38,2025-01-03,2024-12-15,50,69.7,9,6,2020,Newly Renovated,174225.89,696.9
1628,Talk season suffer.,2,Rent,14,2022-05-15,2025-05-08,48,29.2,10,2,1993,Partially Renovated,42670.67,170.68
1629,Sister suffer have least.,2,Sale,20,2022-02-05,2024-12-29,22,32.4,1,2,2015,Partially Renovated,54682.2,218.73
1630,Well enjoy pull attention.,1,Rent,15,2023-07-07,2025-01-24,3,69.3,11,2,2005,Partially Renovated,137044.23,548.18
1631,Activity because mind able.,1,Sale,13,2023-12-07,2025-04-28,20,30.1,2,5,1978,Newly Renovated,53807.07,215.23
1632,Tax allow help.,1,Sale,48,2025-08-25,2025-04-14,21,195.5,1,6,1995,Partially Renovated,438966.36,1755.87
1633,Bit put beyond.,2,Rent,32,2025-04-20,2025-03-02,32,141.3,2,6,2019,Newly Renovated,347238.19,1388.95
1634,Technology expert against traditional all.,2,Rent,13,2022-12-29,,20,45.2,4,3,1981,Partially Renovated,66193.23,264.77
1635,Around eye parent two wind.,2,Sale,29,2024-11-27,2025-02-22,2,64.7,7,2,1970,Not Renovated,110702.51,442.81
1636,Administration late also claim.,2,Rent,21,2024-05-04,2025-04-24,19,198.4,8,6,1978,Partially Renovated,419365.53,1677.46
1637,Affect management election.,1,Rent,38,2023-04-25,,22,170.6,8,5,1976,Not Renovated,373348.69,1493.39
1638,Late into.,2,Sale,6,2022-04-19,,22,45.4,11,4,1989,Partially Renovated,101625.78,406.5
1639,Boy fear bill safe administration.,2,Sale,23,2021-10-13,2025-03-05,7,150.0,2,5,2014,Not Renovated,344389.09,1377.56
1640,Then draw because throw man.,1,Rent,8,2022-05-12,2025-02-20,20,129.4,5,2,2015,Newly Renovated,274611.67,1098.45
1641,Statement recent law actually.,1,Sale,30,2024-12-23,2024-12-27,9,93.8,5,1,2009,Partially Renovated,174338.14,697.35
1642,Bag too.,1,Sale,22,2021-05-03,2024-12-18,1,187.8,1,2,1976,Partially Renovated,360687.81,1442.75
1643,Choice fire worry move pattern.,2,Sale,39,2021-06-02,,46,138.4,11,3,2017,Not Renovated,282427.63,1129.71
1644,Energy because whom authority.,2,Sale,10,2022-11-19,2024-12-22,39,153.5,6,6,2022,Not Renovated,299956.02,1199.82
1645,That risk.,1,Sale,4,2021-04-14,2025-03-20,41,51.5,1,1,2024,Partially Renovated,82208.57,328.83
1646,Accept newspaper floor nice.,1,Rent,35,2021-10-29,2025-03-26,12,116.2,3,5,1967,Not Renovated,228738.02,914.95
1647,Where mention operation style.,2,Rent,46,2024-09-12,2025-02-05,46,95.9,10,5,2021,Not Renovated,250838.27,1003.35
1648,Century how.,2,Sale,9,2021-09-22,2025-01-14,42,45.5,5,5,2014,Newly Renovated,134356.38,537.43
1649,Young practice.,1,Sale,43,2022-11-18,2025-05-12,2,68.7,6,1,1981,Partially Renovated,110180.56,440.72
1650,War see seek baby.,2,Rent,2,2024-11-17,,40,116.6,2,6,1987,Newly Renovated,260514.84,1042.06
1651,Success down.,2,Rent,37,2025-08-04,2025-01-05,8,133.9,1,2,1973,Not Renovated,162496.94,649.99
1652,Clearly control investment fly bed.,2,Sale,50,2022-02-08,2025-01-30,13,27.4,2,3,2011,Not Renovated,32422.62,129.69
1653,None theory particular should however.,2,Rent,18,2024-06-27,2024-12-25,32,128.5,9,6,2022,Newly Renovated,257112.15,1028.45
1654,Foot best bar.,2,Rent,8,2023-04-13,2025-02-17,46,37.9,9,2,2002,Not Renovated,61529.05,246.12
1655,Message white goal.,2,Rent,47,2021-01-28,,43,196.5,8,4,2010,Not Renovated,371445.08,1485.78
1656,Hold arrive simply.,2,Rent,9,2022-08-04,2025-04-08,4,173.5,9,3,1971,Not Renovated,205509.45,822.04
1657,Plan soon report.,2,Rent,27,2021-12-27,2025-02-26,23,64.0,5,5,1974,Not Renovated,99464.11,397.86
1658,Evidence second phone.,2,Rent,17,2024-02-09,2025-01-20,13,103.2,5,4,2022,Newly Renovated,292160.79,1168.64
1659,Friend against agent.,1,Sale,32,2025-03-02,,5,26.5,1,3,2017,Newly Renovated,41748.82,167.0
1660,Series main box suggest practice.,1,Rent,1,2021-03-18,,2,83.6,2,3,1991,Partially Renovated,149771.54,599.09
1661,Tend must community.,1,Rent,28,2022-04-12,2025-03-04,31,87.5,4,5,2016,Not Renovated,159568.16,638.27
1662,Pick this we go budget.,2,Sale,20,2023-03-02,2025-03-02,15,101.4,7,4,1979,Partially Renovated,206584.81,826.34
1663,Clearly social all myself.,2,Rent,32,2024-06-01,2025-03-20,17,68.4,11,1,1991,Newly Renovated,136114.67,544.46
1664,Military democratic.,2,Sale,38,2025-05-18,2025-03-11,11,190.9,7,5,1979,Not Renovated,314712.25,1258.85
1665,Affect surface big.,2,Sale,44,2023-09-02,2025-01-02,40,32.8,7,2,2011,Partially Renovated,34522.2,138.09
1666,Street anything form.,2,Sale,45,2021-10-28,2025-05-09,13,162.5,10,1,1985,Partially Renovated,316694.1,1266.78
1667,Measure market ten.,2,Rent,18,2022-04-28,2025-03-10,27,92.6,12,4,1967,Newly Renovated,217050.86,868.2
1668,Degree pick administration.,2,Sale,2,2022-07-04,2025-04-01,21,26.2,11,2,2016,Partially Renovated,67478.25,269.91
1669,Knowledge decade nice before.,1,Rent,44,2022-10-20,2025-04-21,49,194.9,7,1,1974,Not Renovated,380772.44,1523.09
1670,Onto industry.,2,Sale,31,2023-02-26,2024-11-24,48,35.8,12,1,2021,Not Renovated,56884.91,227.54
1671,Firm around.,2,Sale,5,2024-02-07,,1,114.5,6,3,2023,Not Renovated,194316.06,777.26
1672,Ability senior plant.,2,Rent,23,2025-09-27,2025-01-07,17,33.0,9,4,1989,Newly Renovated,85773.68,343.09
1673,Recognize left agreement television.,1,Rent,19,2025-04-01,2025-02-11,42,149.7,10,3,2017,Partially Renovated,253656.07,1014.62
1674,Baby race.,1,Sale,31,2023-12-26,2025-01-30,33,102.0,12,6,1969,Partially Renovated,249229.25,996.92
1675,Several debate since here.,2,Sale,11,2021-03-30,2025-01-09,36,198.2,9,1,2000,Partially Renovated,355822.73,1423.29
1676,Despite civil.,2,Sale,19,2023-07-17,,39,118.5,6,1,2024,Newly Renovated,270365.54,1081.46
1677,Account example treatment shake treat.,1,Sale,17,2025-12-01,2025-04-08,2,187.7,9,2,1990,Partially Renovated,208064.08,832.26
1678,Own economy.,1,Sale,27,2024-03-03,2025-04-28,15,197.3,2,4,1968,Newly Renovated,476134.56,1904.54
1679,Only appear type themselves but.,2,Rent,15,2023-09-09,,18,29.0,7,6,2014,Not Renovated,38085.34,152.34
1680,White director source.,2,Sale,15,2025-12-03,2025-03-01,22,98.5,4,3,2022,Partially Renovated,134262.06,537.05
1681,Certainly hospital ready magazine.,2,Sale,30,2023-06-03,2025-03-07,31,29.6,5,5,2010,Partially Renovated,69684.17,278.74
1682,Hit easy.,1,Rent,19,2023-11-22,2025-02-24,32,65.7,10,6,1997,Partially Renovated,115414.0,461.66
1683,Room order left per agree.,2,Sale,21,2021-12-01,,17,55.9,9,5,2011,Not Renovated,117203.66,468.81
1684,Buy loss character art beyond.,2,Rent,48,2024-10-28,2025-04-28,24,195.8,10,2,1995,Not Renovated,220348.47,881.39
1685,Plan unit statement growth.,1,Rent,3,2021-05-31,2025-01-20,15,103.7,4,6,1980,Not Renovated,140111.93,560.45
1686,Reflect forget probably.,1,Rent,12,2022-12-23,,31,178.4,4,6,1983,Partially Renovated,390739.27,1562.96
1687,Leg indicate charge record forget.,2,Sale,34,2023-07-12,2025-04-13,33,27.8,12,2,1981,Not Renovated,44356.02,177.42
1688,Might his attack every movement.,1,Sale,41,2025-02-05,2025-05-22,26,177.5,5,4,1970,Partially Renovated,418765.7,1675.06
1689,Help price year with.,1,Rent,26,2025-10-23,2024-11-21,41,77.2,12,4,2019,Not Renovated,190576.86,762.31
1690,Cell involve.,1,Sale,47,2023-03-08,,26,84.4,8,6,1982,Not Renovated,165973.25,663.89
1691,Add treatment note church.,2,Sale,34,2021-03-02,2025-01-18,20,184.5,6,3,1973,Not Renovated,215063.12,860.25
1692,Treatment better tonight.,1,Sale,13,2021-04-21,2025-02-17,44,42.6,12,3,2014,Partially Renovated,67998.62,271.99
1693,Right low.,2,Rent,32,2022-11-04,,41,37.8,3,6,1968,Not Renovated,47470.78,189.88
1694,Minute these wind represent.,2,Rent,27,2023-06-07,2025-02-02,4,93.8,9,2,1999,Newly Renovated,197568.93,790.28
1695,Beat down do water.,2,Sale,49,2023-09-01,2025-02-17,20,161.0,8,6,2014,Partially Renovated,376757.41,1507.03
1696,Arm best citizen.,1,Sale,45,2023-02-24,2024-12-12,18,63.2,1,6,1982,Not Renovated,146414.99,585.66
1697,Gun yourself discussion next describe.,2,Sale,33,2025-11-08,2025-05-16,11,173.9,8,6,2009,Partially Renovated,267562.86,1070.25
1698,Because maintain game democratic.,2,Sale,22,2023-12-06,2025-04-01,48,28.0,5,1,1985,Not Renovated,53109.98,212.44
1699,Marriage house product and.,1,Rent,12,2025-01-27,,38,137.7,7,1,1999,Not Renovated,255497.1,1021.99
1700,Born notice clearly.,2,Sale,9,2021-03-06,,21,39.1,5,5,2013,Newly Renovated,113866.01,455.46
1701,Couple set late.,2,Rent,11,2025-10-26,2024-11-03,46,133.3,9,1,2004,Newly Renovated,270230.47,1080.92
1702,Behavior set forward.,1,Sale,11,2025-07-10,,21,185.7,12,1,1992,Partially Renovated,312728.42,1250.91
1703,Relate any style.,1,Sale,20,2025-10-05,2025-02-03,7,77.5,6,5,2010,Partially Renovated,184480.55,737.92
1704,Chance mouth.,1,Sale,2,2025-07-22,2024-12-11,7,46.2,11,1,1997,Not Renovated,48686.84,194.75
1705,Natural exactly seek.,2,Rent,26,2022-03-11,2025-05-13,39,141.2,4,3,2008,Newly Renovated,248181.99,992.73
1706,Administration certain may play.,1,Sale,16,2024-03-20,2025-04-23,46,172.6,3,6,2014,Partially Renovated,463056.48,1852.23
1707,As color carry current.,2,Sale,7,2022-11-24,,40,162.6,12,5,1995,Partially Renovated,234278.86,937.12
1708,Soon pull administration.,2,Rent,20,2021-05-10,2025-02-10,49,157.8,6,5,2012,Newly Renovated,307630.89,1230.52
1709,Front administration.,1,Sale,50,2022-05-29,,20,77.4,1,4,1994,Partially Renovated,113416.49,453.67
1710,Evening money move relate.,1,Rent,2,2025-04-13,2025-06-05,42,35.1,3,6,1993,Partially Renovated,64683.64,258.73
1711,Meet visit through great.,2,Sale,49,2024-09-07,2025-05-07,36,108.7,1,5,2008,Partially Renovated,248759.47,995.04
1712,Item fast defense.,1,Rent,23,2022-09-26,2025-01-30,10,72.1,6,3,1995,Not Renovated,73019.34,292.08
1713,Professional woman improve activity.,2,Rent,35,2021-10-11,2025-03-30,18,47.5,2,4,1992,Newly Renovated,83046.32,332.19
1714,Easy small else law learn.,2,Rent,13,2021-06-14,2025-03-29,46,38.3,4,2,1985,Partially Renovated,76782.78,307.13
1715,Present but wall my.,1,Rent,5,2024-05-08,2024-12-31,22,169.2,12,2,2020,Partially Renovated,426358.48,1705.43
1716,Already dinner she.,2,Sale,39,2025-09-01,,21,90.2,5,5,2003,Newly Renovated,194733.08,778.93
1717,Republican Mr any total.,2,Sale,32,2024-01-28,2024-12-08,10,57.3,11,4,1985,Newly Renovated,133409.76,533.64
1718,Suddenly which research add.,1,Rent,9,2024-02-13,2024-12-18,36,77.6,2,4,1979,Newly Renovated,122108.97,488.44
1719,Story firm join knowledge water.,2,Sale,27,2022-11-29,2025-06-10,4,89.1,5,5,1967,Newly Renovated,249969.48,999.88
1720,Pick message themselves.,2,Rent,22,2021-11-25,,46,65.4,1,2,1986,Partially Renovated,142355.18,569.42
1721,Such special.,1,Sale,24,2021-06-03,2025-04-05,28,98.8,12,1,1990,Partially Renovated,222994.88,891.98
1722,Make direction leave.,1,Sale,22,2023-10-22,2025-03-24,30,70.1,12,2,1967,Not Renovated,87815.32,351.26
1723,Civil buy agreement.,2,Rent,9,2021-07-02,2025-01-16,8,158.3,9,1,1988,Newly Renovated,245822.25,983.29
1724,Paper beyond weight might.,2,Rent,33,2022-09-06,,33,64.3,6,5,1970,Not Renovated,108774.42,435.1
1725,Or speak without.,2,Rent,39,2025-02-01,,42,25.4,4,4,2006,Partially Renovated,64709.81,258.84
1726,Inside baby dinner.,2,Sale,5,2022-06-17,2025-05-08,3,184.8,4,3,1974,Not Renovated,360090.4,1440.36
1727,Amount song stand degree.,2,Sale,22,2024-05-19,2025-04-27,35,69.1,8,3,1971,Newly Renovated,161984.0,647.94
1728,Employee painting game.,2,Sale,37,2024-09-09,2025-01-09,43,153.7,10,6,1980,Newly Renovated,255201.3,1020.81
1729,Night certain.,1,Sale,8,2025-04-18,2025-04-24,5,133.7,3,4,1991,Partially Renovated,206224.55,824.9
1730,Feel last them phone.,2,Sale,39,2024-04-24,2025-02-26,9,144.4,7,4,1990,Not Renovated,273424.48,1093.7
1731,Shake energy.,2,Sale,23,2021-09-09,,17,54.5,9,2,2022,Newly Renovated,91771.6,367.09
1732,Us culture themselves accept.,1,Rent,33,2025-06-03,,37,53.2,1,4,1988,Not Renovated,127843.7,511.37
1733,Base perhaps security data.,2,Rent,44,2023-03-20,2024-12-28,48,29.7,1,4,2022,Newly Renovated,91527.43,366.11
1734,Film loss girl.,2,Sale,31,2021-05-31,2025-04-07,5,94.5,1,2,2021,Not Renovated,209162.44,836.65
1735,These decide.,1,Rent,27,2022-08-21,2024-12-22,14,138.6,8,3,2013,Partially Renovated,384168.9,1536.68
1736,New even.,2,Sale,48,2024-07-06,2025-04-24,25,60.5,9,1,1968,Not Renovated,120754.47,483.02
1737,Establish four spend change.,2,Rent,49,2021-11-07,,41,114.1,2,2,1981,Not Renovated,180853.22,723.41
1738,Near drive camera.,2,Sale,39,2024-09-03,2025-05-01,11,128.5,4,2,1993,Not Renovated,210919.62,843.68
1739,Recent area.,1,Rent,22,2021-06-20,2025-04-04,40,138.7,6,3,2000,Partially Renovated,249212.81,996.85
1740,Deep school suffer.,1,Rent,50,2021-03-13,2025-03-25,41,198.2,4,1,2008,Newly Renovated,475489.8,1901.96
1741,Really call commercial tell.,1,Sale,42,2022-11-27,2024-12-14,5,138.1,7,5,1995,Partially Renovated,233869.92,935.48
1742,Difficult rule company have recognize.,2,Rent,3,2024-10-15,2025-03-27,17,89.6,1,5,2013,Partially Renovated,203891.16,815.56
1743,Bad because by suffer.,2,Rent,37,2021-03-14,,20,36.3,11,2,1984,Not Renovated,48967.18,195.87
1744,College save site.,2,Sale,27,2025-03-15,2024-12-16,38,63.5,7,3,1996,Partially Renovated,87446.53,349.79
1745,Gun because tell near.,1,Sale,45,2021-02-13,,32,76.0,11,2,1974,Newly Renovated,195294.96,781.18
1746,Meet worker later again.,1,Sale,16,2025-11-15,,1,181.2,7,3,2002,Partially Renovated,337289.36,1349.16
1747,Side stay painting nation.,1,Rent,28,2023-03-27,2025-05-25,6,83.9,10,1,1987,Newly Renovated,229966.42,919.87
1748,None main weight.,2,Rent,15,2023-04-25,2025-05-09,44,99.4,2,6,2002,Not Renovated,193218.6,772.87
1749,Three building behavior writer.,1,Rent,22,2022-11-16,2025-01-07,49,154.4,4,1,1979,Partially Renovated,238386.2,953.54
1750,People draw evidence.,1,Sale,11,2021-04-01,2025-02-13,4,105.5,11,2,1974,Not Renovated,120289.9,481.16
1751,Dark field at stuff.,1,Rent,41,2025-01-13,2025-01-26,32,67.7,2,5,2001,Not Renovated,92769.52,371.08
1752,If under old all.,1,Rent,39,2024-12-29,2025-04-30,37,193.3,2,2,2002,Not Renovated,264643.67,1058.57
1753,Protect follow ok strategy describe.,2,Sale,27,2021-03-19,2024-11-06,14,111.4,11,1,1972,Newly Renovated,289208.12,1156.83
1754,Material must happy.,2,Sale,1,2023-12-24,2025-03-17,46,39.7,6,3,1977,Not Renovated,43829.76,175.32
1755,Knowledge lay down.,1,Sale,7,2025-02-19,2024-11-28,11,42.1,12,3,2002,Not Renovated,83339.98,333.36
